,分頁,項目,Code,繁中文案,簡中文案,英文文案,韓文文案,zh-TW.json,en-US.json,zh-CN.json,ko-KR.json
,,,airdrop_t_title_main,BCNT 策略跟投獎勵計劃 火熱上線,BCNT 策略跟投奖励计划 火热上线,BCNT Airdrop Program Begins!,BCNT 에어드랍 프로그램 시작!',"airdrop_t_title_main: ""BCNT 策略跟投獎勵計劃 火熱上線"",","airdrop_t_title_main: ""BCNT Airdrop Program Begins!"",","airdrop_t_title_main: ""BCNT 策略跟投奖励计划 火热上线"",","airdrop_t_title_main: ""BCNT 에어드랍 프로그램 시작!\'"","
,,,airdrop_t_title_main_mobile,BCNT 策略跟投 獎勵計劃 火熱上線,BCNT 策略跟投 奖励计划 火热上线,BCNT Airdrop Program Begins!,BCNT 에어드랍 프로그램 시작!',"airdrop_t_title_main_mobile: ""BCNT 策略跟投 獎勵計劃 火熱上線"",","airdrop_t_title_main_mobile: ""BCNT Airdrop Program Begins!"",","airdrop_t_title_main_mobile: ""BCNT 策略跟投 奖励计划 火热上线"",","airdrop_t_title_main_mobile: ""BCNT 에어드랍 프로그램 시작!\'"","
,,,airdrop_t_title_main_plus,,,Our Next&nbsp;,Our Next&nbsp;',"airdrop_t_title_main_plus: """",","airdrop_t_title_main_plus: ""Our Next&nbsp;"",","airdrop_t_title_main_plus: """",","airdrop_t_title_main_plus: ""Our Next&nbsp;\'"","
,,,airdrop_t_title_sub,完成以下任務，BCNT 獎不完,完成以下任务，BCNT 奖不完,Earn uncapped BCNT rewards by completing the missions below,아래 임무를 완수함으로써 BCNT 보상을 제공',"airdrop_t_title_sub: ""完成以下任務，BCNT 獎不完"",","airdrop_t_title_sub: ""Earn uncapped BCNT rewards by completing the missions below"",","airdrop_t_title_sub: ""完成以下任务，BCNT 奖不完"",","airdrop_t_title_sub: ""아래 임무를 완수함으로써 BCNT 보상을 제공\'"","
,,,airdrop_t_tab_1,首投族獎勵,首投族奖励,Subscription Rewards,구독 보상',"airdrop_t_tab_1: ""首投族獎勵"",","airdrop_t_tab_1: ""Subscription Rewards"",","airdrop_t_tab_1: ""首投族奖励"",","airdrop_t_tab_1: ""구독 보상\'"","
,,,airdrop_t_tab_2,策略跟投推薦獎勵,策略跟投推荐奖励,Referral Rewards,추천 보상',"airdrop_t_tab_2: ""策略跟投推薦獎勵"",","airdrop_t_tab_2: ""Referral Rewards"",","airdrop_t_tab_2: ""策略跟投推荐奖励"",","airdrop_t_tab_2: ""추천 보상\'"","
,,,airdrop_t_tab_3,社群任務獎勵,社群任务奖励,Community Rewards,커뮤니티 보상',"airdrop_t_tab_3: ""社群任務獎勵"",","airdrop_t_tab_3: ""Community Rewards"",","airdrop_t_tab_3: ""社群任务奖励"",","airdrop_t_tab_3: ""커뮤니티 보상\'"","
,,,airdrop_t_tab_mobile_1,首投族<br/>獎勵,首投族<br/>奖励,Subscription Rewards,구독 보상',"airdrop_t_tab_mobile_1: ""首投族<br/>獎勵"",","airdrop_t_tab_mobile_1: ""Subscription Rewards"",","airdrop_t_tab_mobile_1: ""首投族<br/>奖励"",","airdrop_t_tab_mobile_1: ""구독 보상\'"","
,,,airdrop_t_tab_mobile_2,策略跟投<br/>推薦獎勵,策略跟投<br/>推荐奖励,Referral Rewards,추천 보상',"airdrop_t_tab_mobile_2: ""策略跟投<br/>推薦獎勵"",","airdrop_t_tab_mobile_2: ""Referral Rewards"",","airdrop_t_tab_mobile_2: ""策略跟投<br/>推荐奖励"",","airdrop_t_tab_mobile_2: ""추천 보상\'"","
,,,airdrop_t_tab_mobile_3,社群任務<br/>獎勵,社群任务<br/>奖励,Community Rewards,커뮤니티 보상',"airdrop_t_tab_mobile_3: ""社群任務<br/>獎勵"",","airdrop_t_tab_mobile_3: ""Community Rewards"",","airdrop_t_tab_mobile_3: ""社群任务<br/>奖励"",","airdrop_t_tab_mobile_3: ""커뮤니티 보상\'"","
,,,airdrop_t_limit_title,本次空投發送總數,本次空投发送总数,Airdrop Supply,에어드랍 공급',"airdrop_t_limit_title: ""本次空投發送總數"",","airdrop_t_limit_title: ""Airdrop Supply"",","airdrop_t_limit_title: ""本次空投发送总数"",","airdrop_t_limit_title: ""에어드랍 공급\'"","
,,,airdrop_t_period_title,開始時間,开始时间,Starting,시작 시간',"airdrop_t_period_title: ""開始時間"",","airdrop_t_period_title: ""Starting"",","airdrop_t_period_title: ""开始时间"",","airdrop_t_period_title: ""시작 시간\'"","
,,,airdrop_t_period_zone,(UTC +8),(UTC +8),(UTC +8),(UTC +8)',"airdrop_t_period_zone: ""(UTC +8)"",","airdrop_t_period_zone: ""(UTC +8)"",","airdrop_t_period_zone: ""(UTC +8)"",","airdrop_t_period_zone: ""(UTC +8)\'"","
,,,airdrop_t_period_duration,2019/06/20 12:00,2019/06/20 12:00,2019/06/20 12:00,2019/06/20 12:00',"airdrop_t_period_duration: ""2019/06/20 12:00"",","airdrop_t_period_duration: ""2019/06/20 12:00"",","airdrop_t_period_duration: ""2019/06/20 12:00"",","airdrop_t_period_duration: ""2019/06/20 12:00\'"","
,,,airdrop_t_period_maximum,總空投數量：200萬 BCNT (發完為止),总空投数量：200万 BCNT (发完为止),Total Airdrop Amount: 2 Million BCNT,총 에어드랍 수량:200만 BCNT(발신 종료)',"airdrop_t_period_maximum: ""總空投數量：200萬 BCNT (發完為止)"",","airdrop_t_period_maximum: ""Total Airdrop Amount: 2 Million BCNT"",","airdrop_t_period_maximum: ""总空投数量：200万 BCNT (发完为止)"",","airdrop_t_period_maximum: ""총 에어드랍 수량:200만 BCNT(발신 종료)\'"","
,,,airdrop_t_period_maximum_over,<span>本次空投活動已結束</span><br/><span>空投發送數量已額滿</span>,<span>本次空投活动已结束</span><br/><span>空投发送数量已额满</span>,<span>The airdrop program has finished.</span><br/><span>Maximum amount of airdrop participants has been reached.</span>,</span> <span>에어드롭 프로그램이 종료되었습니다.</span><br/><span>최대 에어드랍 참가자 수에 도달하였습니다.</span>',"airdrop_t_period_maximum_over: ""<span>本次空投活動已結束</span><br/><span>空投發送數量已額滿</span>"",","airdrop_t_period_maximum_over: ""<span>The airdrop program has finished.</span><br/><span>Maximum amount of airdrop participants has been reached.</span>"",","airdrop_t_period_maximum_over: ""<span>本次空投活动已结束</span><br/><span>空投发送数量已额满</span>"",","airdrop_t_period_maximum_over: ""</span> <span>에어드롭 프로그램이 종료되었습니다.</span><br/><span>최대 에어드랍 참가자 수에 도달하였습니다.</span>\'"","
,,,airdrop_t_section_title_1_1,完成手機號碼 / Email 認證啟用帳戶，成功註冊為 Bincentive 會員,完成手机号码 / Email 认证启用帐户，成功注册为 Bincentive 会员,Complete registration with phone & email verifications.,휴대폰&이메일 인증을 통해 Bincentive 등록을 완료합니다.',"airdrop_t_section_title_1_1: ""完成手機號碼 / Email 認證啟用帳戶，成功註冊為 Bincentive 會員"",","airdrop_t_section_title_1_1: ""Complete registration with phone & email verifications."",","airdrop_t_section_title_1_1: ""完成手机号码 / Email 认证启用帐户，成功注册为 Bincentive 会员"",","airdrop_t_section_title_1_1: ""휴대폰&이메일 인증을 통해 Bincentive 등록을 완료합니다.\'"","
,,,airdrop_t_section_title_1_2,在 Bincentive 平台上開始跟投交易策略，跟投金額 0.01 BTC 以上，跟投時間至少持續 30 天，即可獲得 800 BCNT,在 Bincentive 平台上开始跟投交易策略，跟投金额 0.01 BTC 以上，跟投时间至少持续 30 天，即可获得 800 BCNT,Subscribe to a strategy for at least 30 days straight with investment assets > 0.01 BTC. Collect 800 BCNT.,투자 자산 > 0.01 BTC를 가지고 30일 이상 연속으로 전략을 구독하고 BCNT 800을 수집하세요.',"airdrop_t_section_title_1_2: ""在 Bincentive 平台上開始跟投交易策略，跟投金額 0.01 BTC 以上，跟投時間至少持續 30 天，即可獲得 800 BCNT"",","airdrop_t_section_title_1_2: ""Subscribe to a strategy for at least 30 days straight with investment assets > 0.01 BTC. Collect 800 BCNT."",","airdrop_t_section_title_1_2: ""在 Bincentive 平台上开始跟投交易策略，跟投金额 0.01 BTC 以上，跟投时间至少持续 30 天，即可获得 800 BCNT"",","airdrop_t_section_title_1_2: ""투자 자산 > 0.01 BTC를 가지고 30일 이상 연속으로 전략을 구독하고 BCNT 800을 수집하세요.\'"","
,,,airdrop_t_section_title_2_1,完成會員註冊後即可產生一組專屬推薦代碼,完成会员注册后即可产生一组专属推荐代码,Complete registration to unveil your unique referral code.,회원 등록을 완료하면 독점 추천 코드 세트가 생성됩니다.',"airdrop_t_section_title_2_1: ""完成會員註冊後即可產生一組專屬推薦代碼"",","airdrop_t_section_title_2_1: ""Complete registration to unveil your unique referral code."",","airdrop_t_section_title_2_1: ""完成会员注册后即可产生一组专属推荐代码"",","airdrop_t_section_title_2_1: ""회원 등록을 완료하면 독점 추천 코드 세트가 생성됩니다.\'"","
,,,airdrop_t_section_title_2_2,將您的專屬推薦代碼分享給好友,将您的专属推荐代码分享给好友,Refer your friends using your referral code.,귀하의 추천코드를 사용해서 친구를 추천하세요.',"airdrop_t_section_title_2_2: ""將您的專屬推薦代碼分享給好友"",","airdrop_t_section_title_2_2: ""Refer your friends using your referral code."",","airdrop_t_section_title_2_2: ""将您的专属推荐代码分享给好友"",","airdrop_t_section_title_2_2: ""귀하의 추천코드를 사용해서 친구를 추천하세요.\'"","
,,,airdrop_t_section_title_2_3,您每推薦一位好友成功註冊為 Bincentive 會員，完成他第一次的策略跟投，跟投金額 0.01 BTC 以上，跟投時間至少持續 30 天，即可獲得 500 BCNT 的推薦獎勵,您每推荐一位好友成功注册为 Bincentive 会员，完成他第一次的策略跟投，跟投金额 0.01 BTC 以上，跟投时间至少持续 30 天，即可获得 500 BCNT 的推荐奖励,Collect 500 BCNT for each referral who completes subscribing to a strategy for at least 30 days straight with investment assets > 0.01 BTC.,투자 자산 > 0.01 BTC로 최소 30일 동안 전략에 가입하는 각 추천에 대해 지불되는 500 BCNT를 수집하십시오.,"airdrop_t_section_title_2_3: ""您每推薦一位好友成功註冊為 Bincentive 會員，完成他第一次的策略跟投，跟投金額 0.01 BTC 以上，跟投時間至少持續 30 天，即可獲得 500 BCNT 的推薦獎勵"",","airdrop_t_section_title_2_3: ""Collect 500 BCNT for each referral who completes subscribing to a strategy for at least 30 days straight with investment assets > 0.01 BTC."",","airdrop_t_section_title_2_3: ""您每推荐一位好友成功注册为 Bincentive 会员，完成他第一次的策略跟投，跟投金额 0.01 BTC 以上，跟投时间至少持续 30 天，即可获得 500 BCNT 的推荐奖励"",","airdrop_t_section_title_2_3: ""투자 자산 > 0.01 BTC로 최소 30일 동안 전략에 가입하는 각 추천에 대해 지불되는 500 BCNT를 수집하십시오."","
,,,airdrop_t_section_title_3_1,加入 Bincentive %s 社群,加入 Bincentive %s 社群,Join our %s groups to stay up to date with crypto news and Bincentive!,Bincentive % 그룹에 가입하십시오',"airdrop_t_section_title_3_1: ""加入 Bincentive %s 社群"",","airdrop_t_section_title_3_1: ""Join our %s groups to stay up to date with crypto news and Bincentive!"",","airdrop_t_section_title_3_1: ""加入 Bincentive %s 社群"",","airdrop_t_section_title_3_1: ""Bincentive % 그룹에 가입하십시오\'"","
,,,airdrop_t_section_title_3_2,至以下連結填寫您的帳號 ID ，審核通過後即可獲得 40 BCNT,至以下连结填写您的帐号 ID ，审核通过后即可获得 40 BCNT,"Select one (@bincentive_en, @bincentive_cn) and submit your username below. Collect 40 BCNT.",계정 아이디를 선택하고 아래 사용자 이름을 제출하십시오.승인 후 40 BCNT를 얻을 수 있습니다.',"airdrop_t_section_title_3_2: ""至以下連結填寫您的帳號 ID ，審核通過後即可獲得 40 BCNT"",","airdrop_t_section_title_3_2: ""Select one (@bincentive_en, @bincentive_cn) and submit your username below. Collect 40 BCNT."",","airdrop_t_section_title_3_2: ""至以下连结填写您的帐号 ID ，审核通过后即可获得 40 BCNT"",","airdrop_t_section_title_3_2: ""계정 아이디를 선택하고 아래 사용자 이름을 제출하십시오.승인 후 40 BCNT를 얻을 수 있습니다.\'"","
,,,airdrop_t_section_title_3_3,"進入您的 Bincentive 帳號頁面複製您的推薦連結，發送至任一 1000 人以上的加密貨幣 Telegram 社群,上傳截圖至以下連結，審核通過後即可獲得 100 BCNT。","进入您的 Bincentive 帐号页面複製您的推荐连结，发送至任一 1000 人以上的加密货币 Telegram 社群,上传截图至以下连结，审核通过后即可获得 100 BCNT。",Log on to Bincentive > Account. Click on ”Copy“ and share the content to crypto related Telegram groups with > 1k members. Collect 100 BCNT for submitting a valid screenshot.,"Bincentive 계정에 로그온합니다. ""복사""를 클릭하고 내용을 1000명 이상의 멤버와 함께 암호화 관련 텔레그램 그룹에 공유합니다.유효한 스크린샷을 제출하기 위해 BCNT 100개를 수집한다.'","airdrop_t_section_title_3_3: ""進入您的 Bincentive 帳號頁面複製您的推薦連結，發送至任一 1000 人以上的加密貨幣 Telegram 社群,上傳截圖至以下連結，審核通過後即可獲得 100 BCNT。"",","airdrop_t_section_title_3_3: ""Log on to Bincentive > Account. Click on ”Copy“ and share the content to crypto related Telegram groups with > 1k members. Collect 100 BCNT for submitting a valid screenshot."",","airdrop_t_section_title_3_3: ""进入您的 Bincentive 帐号页面複製您的推荐连结，发送至任一 1000 人以上的加密货币 Telegram 社群,上传截图至以下连结，审核通过后即可获得 100 BCNT。"",","airdrop_t_section_title_3_3: ""Bincentive 계정에 로그온합니다. \""복사\""를 클릭하고 내용을 1000명 이상의 멤버와 함께 암호화 관련 텔레그램 그룹에 공유합니다.유효한 스크린샷을 제출하기 위해 BCNT 100개를 수집한다.\'"","
,,,airdrop_t_section_desc_3_3,使用<填入您的推薦碼>至 Bincentive 註冊會員，進行策略跟投交易，與專家一同獲利。,使用<填入您的推荐码>至 Bincentive 注册会员，进行策略跟投交易，与专家一同获利。,Use <your referral link> when you register at Bincentive. Trade using expert/hedge funds’ strategies automatically and 24/7.,Bincentive에 등록할 때 <추천 링크>를 사용합니다.전문가/헤지펀드의 전략을 이용한 거래는 자동적으로,"airdrop_t_section_desc_3_3: ""使用<填入您的推薦碼>至 Bincentive 註冊會員，進行策略跟投交易，與專家一同獲利。"",","airdrop_t_section_desc_3_3: ""Use <your referral link> when you register at Bincentive. Trade using expert/hedge funds’ strategies automatically and 24/7."",","airdrop_t_section_desc_3_3: ""使用<填入您的推荐码>至 Bincentive 注册会员，进行策略跟投交易，与专家一同获利。"",","airdrop_t_section_desc_3_3: ""Bincentive에 등록할 때 <추천 링크>를 사용합니다.전문가/헤지펀드의 전략을 이용한 거래는 자동적으로"","
,,,airdrop_t_account_copy_text,使用 %s 至 Bincentive 註冊會員，進行策略跟投交易，與專家一同獲利。,使用 %s 至 Bincentive 注册会员，进行策略跟投交易，与专家一同获利。,Use %s when you register at Bincentive. Trade using expert/hedge funds’ strategies automatically and 24/7.,회원 등록을 위해 %s를 사용하고,"airdrop_t_account_copy_text: ""使用 %s 至 Bincentive 註冊會員，進行策略跟投交易，與專家一同獲利。"",","airdrop_t_account_copy_text: ""Use %s when you register at Bincentive. Trade using expert/hedge funds’ strategies automatically and 24/7."",","airdrop_t_account_copy_text: ""使用 %s 至 Bincentive 注册会员，进行策略跟投交易，与专家一同获利。"",","airdrop_t_account_copy_text: ""회원 등록을 위해 %s를 사용하고"","
